movie_id,IMDb_URL,poster_url,movie_title,genres,release_date,Animation,Children,Comedy,Adventure,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Sci_Fi,Documentary,War,Musical,Mystery,Film_Noir,Western
33,http://www.imdb.com/title/tt0114952/,https://m.media-amazon.com/images/M/MV5BZWRjOGEyMWEtYmZjMi00MmVmLWE3ZjQtYmJiZTA0MmExYTU5L2ltYWdlXkEyXkFqcGdeQXVyMjI3ODYyNDU@..jpg,Wings of Courage (1995),"['Adventure', 'Romance']",1995,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34,http://www.imdb.com/title/tt0112431/,https://m.media-amazon.com/images/M/MV5BYjg4ZjUzMzMtYzlmYi00YTcwLTlkOWUtYWFmY2RhNjliODQzXkEyXkFqcGdeQXVyNTUyMzE4Mzg@..jpg,Babe (1995),"[""Children"", 'Comedy', 'Drama']",1995,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,http://www.imdb.com/title/tt0112637/,https://m.media-amazon.com/images/M/MV5BZjQ3MTBkNDEtMGRlZS00OTY0LTkzYjktOWU2MzI3ZDRiMjY5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@..jpg,Carrington (1995),"['Drama', 'Romance']",1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
36,http://www.imdb.com/title/tt0112818/,https://m.media-amazon.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@..jpg,Dead Man Walking (1995),['Drama'],1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,http://www.imdb.com/title/tt0112286/,https://m.media-amazon.com/images/M/MV5BOTIwMzk1MDc1MF5BMl5BanBnXkFtZTcwMTEzNDkyMQ@@..jpg,Across the Sea of Time (1995),['Documentary'],1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,http://www.imdb.com/title/tt0113442/,https://m.media-amazon.com/images/M/MV5BMzdhMGU0MzEtZjg1Ny00YzE5LWE0MGQtMTNiN2UwN2I5ZDBjXkEyXkFqcGdeQXVyNTgzMzU5MDI@..jpg,It Takes Two (1995),['Comedy'],1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,http://www.imdb.com/title/tt0112697/,https://m.media-amazon.com/images/M/MV5BNjhjYzhiMGUtYTNkZC00NzM4LThjZmYtMjIzMGVlZjM5MjQ4XkEyXkFqcGdeQXVyNTM5NzI0NDY@..jpg,Clueless (1995),"['Comedy', 'Romance']",1995,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40,http://www.imdb.com/title/tt0112749/,https://m.media-amazon.com/images/M/MV5BMTcwMDU1OTEwOF5BMl5BanBnXkFtZTcwMTg5NjEyMQ@@..jpg,"Cry, the Beloved Country (1995)",['Drama'],1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,http://www.imdb.com/title/tt0114279/,https://m.media-amazon.com/images/M/MV5BOWI3NjhhZDItNWQ2NS00Zjg0LWIzMjctNzY0MjRmNzkyYzVmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@..jpg,Richard III (1995),"['Drama', 'War']",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
42,http://www.imdb.com/title/tt0112819/,https://m.media-amazon.com/images/M/MV5BNjdhZWEzMzEtMjNhZS00OThhLWFiZWUtM2EwMWU5MWE0MDA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Dead Presidents (1995),"['Action', 'Crime', 'Drama']",1995,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
43,http://www.imdb.com/title/tt0114272/,https://m.media-amazon.com/images/M/MV5BZmQwODk5ZGItMDk5OS00MjU4LTgyYmUtYTBiMTFhYWM5MDY4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,Restoration (1995),['Drama'],1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,http://www.imdb.com/title/tt0113855/,https://m.media-amazon.com/images/M/MV5BNjY5NTEzZGItMGY3My00NzE4LThkYTUtYjJkNzk3MDBiMWE3XkEyXkFqcGdeQXVyNzg5MDE1MDk@..jpg,Mortal Kombat (1995),"['Action', 'Adventure']",1995,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45,http://www.imdb.com/title/tt0114681/,https://m.media-amazon.com/images/M/MV5BNGZhYzgwNzItNDljNC00MDM4LThiYjEtNDRhNmE5NDk2MTQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,To Die For (1995),"['Comedy', 'Drama']",1995,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46,http://www.imdb.com/title/tt0113347/,https://m.media-amazon.com/images/M/MV5BNGYwZmZkYWItNjdmMi00MjI2LThmOGYtMmI1NTQ0OWQ1YWIxXkEyXkFqcGdeQXVyNzA5NjUyNjM@..jpg,How to Make an American Quilt (1995),"['Drama', 'Romance']",1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
47,http://www.imdb.com/title/tt0114369/,https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@..jpg,Seven (Se7en) (1995),"['Crime', 'Thriller']",1995,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
48,http://www.imdb.com/title/tt0114148/,https://m.media-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@..jpg,Pocahontas (1995),"['Animation', ""Children"", 'Musical', 'Romance']",1995,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,http://www.imdb.com/title/tt0114916/,https://m.media-amazon.com/images/M/MV5BNGUxMDM1ODEtZjhjZi00NjVjLWEwNmUtNmZmOTQ1MzQxNmQ3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@..jpg,When Night Is Falling (1995),"['Drama', 'Romance']",1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
50,http://www.imdb.com/title/tt9422720/,,"Usual Suspects, The (1995)","['Crime', 'Thriller']",1995,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
51,http://www.imdb.com/title/tt0109950/,https://m.media-amazon.com/images/M/MV5BMTk5Mjg4MTU0OV5BMl5BanBnXkFtZTgwNzExNTAwNzE@..jpg,Guardian Angel (1994),"['Action', 'Drama', 'Thriller']",1994,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
52,http://www.imdb.com/title/tt0113819/,https://m.media-amazon.com/images/M/MV5BMGM1NzM2ZjktNDM5ZS00YmExLTk5ZmYtNDdkNjdkNTdhZWZkXkEyXkFqcGdeQXVyNjE5MjUyOTM@..jpg,Mighty Aphrodite (1995),['Comedy'],1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,http://www.imdb.com/title/tt0110299/,https://m.media-amazon.com/images/M/MV5BNjlmZmQ0ZGUtNTBjYy00ZTg3LWE1NmMtNDAyNDI2Zjc4ZDViXkEyXkFqcGdeQXVyMzIwNDY4NDI@..jpg,Lamerica (1994),['Drama'],1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,http://www.imdb.com/title/tt0112499/,https://m.media-amazon.com/images/M/MV5BNmY4NWVkM2UtY2FkZC00NWJiLTg5N2EtYzk4NjJkMGE0YzA3XkEyXkFqcGdeQXVyNTM5NzI0NDY@..jpg,"Big Green, The (1995)","[""Children"", 'Comedy']",1995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,http://www.imdb.com/title/tt0113158/,https://m.media-amazon.com/images/M/MV5BZWJiNjMwYzMtZWU5Yi00NGI0LTg5NGYtZDY4MWRiYjEwYTYzXkEyXkFqcGdeQXVyMTAwMzUyOTc@..jpg,Georgia (1995),['Drama'],1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56,http://www.imdb.com/title/tt0113541/,https://m.media-amazon.com/images/M/MV5BMTEwMTM0MzI3OTheQTJeQWpwZ15BbWU3MDQzNTQ2MTE@..jpg,Kids of the Round Table (1995),"['Adventure', ""Children"", 'Fantasy']",1995,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,http://www.imdb.com/title/tt0113321/,https://m.media-amazon.com/images/M/MV5BMjVlYTQ4NjgtZWQxMS00ZmQ0LTg4M2QtOGE0ZmJiNDhkMzI4XkEyXkFqcGdeQXVyNTIzOTk5ODM@..jpg,Home for the Holidays (1995),['Drama'],1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,http://www.imdb.com/title/tt0110877/,https://m.media-amazon.com/images/M/MV5BZmVhNWIzOTMtYmVlZC00ZDVmLWIyODEtODEzOTAxYjAwMzVlXkEyXkFqcGdeQXVyMzIwNDY4NDI@..jpg,"Postino, Il (The Postman) (1994)","['Drama', 'Romance']",1994,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
59,http://www.imdb.com/title/tt0112714/,https://m.media-amazon.com/images/M/MV5BYzViYmE5OWQtOTlmZi00ZDM2LTg5NTEtYjVkODBhZmI3MGQzXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@..jpg,"Confessional, The (Le Confessionnal) (1995)","['Drama', 'Mystery']",1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
60,http://www.imdb.com/title/tt0113419/,https://m.media-amazon.com/images/M/MV5BZWZlYmZiZGMtN2YyZC00MTdjLTllNjUtYWNhZDMwNDhhOTM1XkEyXkFqcGdeQXVyNTI4MjkwNjA@..jpg,"Indian in the Cupboard, The (1995)","['Adventure', ""Children"", 'Fantasy']",1995,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,http://www.imdb.com/title/tt0116260/,https://m.media-amazon.com/images/M/MV5BMDM4Mzc5ZjAtM2JjMi00NzU1LWEzM2MtNDQzNWI5MmRkM2I1XkEyXkFqcGdeQXVyNTAyODkwOQ@@..jpg,Eye for an Eye (1996),"['Drama', 'Thriller']",1996,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
62,http://www.imdb.com/title/tt0113862/,https://m.media-amazon.com/images/M/MV5BZDZhNDRlZjAtYzdhNy00ZjU1LWFlMDYtNjA5NjliM2Y5ZmVjL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@..jpg,Mr. Holland's Opus (1995),['Drama'],1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63,http://www.imdb.com/title/tt0116126/,https://m.media-amazon.com/images/M/MV5BY2NmM2M2MWItNjdlMC00ZWI3LTkwODUtZDNkYWZjYjgzZjY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),['Comedy'],1996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,http://www.imdb.com/title/tt0118002/,https://m.media-amazon.com/images/M/MV5BY2YwZjVkMjItYjY4Yy00M2QyLTg0Y2MtYmFiNTgzMjNmMmQzXkEyXkFqcGdeQXVyNzc5MjA3OA@@..jpg,Two if by Sea (1996),"['Comedy', 'Romance']",1996,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,http://www.imdb.com/title/tt0115683/,https://m.media-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Bio-Dome (1996),['Comedy'],1996,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,http://www.imdb.com/title/tt0116839/,https://m.media-amazon.com/images/M/MV5BZGI0ZDZhOGUtZDZiOS00NWE2LThjNzQtYzI3ZGFjODUwZjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Lawnmower Man 2: Beyond Cyberspace (1996),"['Sci-Fi', 'Thriller']",2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
67,http://www.imdb.com/title/tt0114753/,https://m.media-amazon.com/images/M/MV5BOGE1NmM0MjYtZmJjYS00ODI5LWI0MjgtOGM2MTY3ZmIyNDZkXkEyXkFqcGdeQXVyNjUwNzk3NDc@..jpg,Two Bits (1995),['Drama'],1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68,http://www.imdb.com/title/tt0113149/,https://m.media-amazon.com/images/M/MV5BMWEwNWY1ZjQtYWMxYS00ZDY2LTg2Y2YtZDc5MTM4MzE0NTM4XkEyXkFqcGdeQXVyNDE5MTU2MDE@..jpg,French Twist (Gazon maudit) (1995),"['Comedy', 'Romance']",1995,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69,http://www.imdb.com/title/tt0113118/,https://m.media-amazon.com/images/M/MV5BYmEwNjNlZTUtNzkwMS00ZTlhLTkyY2MtMjM2MzlmODQyZGVhXkEyXkFqcGdeQXVyNTI4MjkwNjA@..jpg,Friday (1995),['Comedy'],1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,http://www.imdb.com/title/tt0116367/,https://m.media-amazon.com/images/M/MV5BZjk3YmZhMDAtOWUzMS00YjE5LTkxNzAtY2I1NGZjMDA2ZTk0XkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,From Dusk Till Dawn (1996),"['Action', 'Comedy', 'Crime', 'Horror', 'Thriller']",1996,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
71,http://www.imdb.com/title/tt0113010/,https://m.media-amazon.com/images/M/MV5BMTE4M2Q2ZjctMGViNS00NzhiLWFkMjMtMjY2NWMzOWUzM2Y3XkEyXkFqcGdeQXVyNjU0NTI0Nw@@..jpg,Fair Game (1995),['Action'],1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72,http://www.imdb.com/title/tt0113537/,https://m.media-amazon.com/images/M/MV5BNWU2YjdlN2ItNTk2OS00MzMwLTlhYjctNDI0MDI0NTQ3OWY0XkEyXkFqcGdeQXVyNzI1NzMxNzM@..jpg,Kicking and Screaming (1995),"['Comedy', 'Drama']",1995,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74,http://www.imdb.com/title/tt0115644/,https://m.media-amazon.com/images/M/MV5BNTUwOWM4YmUtMzdkMi00YjEwLWE0MmEtZTBmMGNhYWU4OGI3XkEyXkFqcGdeQXVyNzc5MjA3OA@@..jpg,Bed of Roses (1996),"['Drama', 'Romance']",1996,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
75,http://www.imdb.com/title/tt0115676/,https://m.media-amazon.com/images/M/MV5BYzAzMmUyNTYtNTQ4Yi00ZDJmLTliMTAtOTFlY2U0ODNiMGNmXkEyXkFqcGdeQXVyNTIzOTk5ODM@..jpg,Big Bully (1996),"['Comedy', 'Drama']",1996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,http://www.imdb.com/title/tt0114367/,https://m.media-amazon.com/images/M/MV5BM2M2ZGM0NDUtODRhNS00MjcxLTg3ZWYtYjkyZDJkYmVjOWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@..jpg,Screamers (1995),"['Sci-Fi', 'Thriller']",1995,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
77,http://www.imdb.com/title/tt0113973/,https://m.media-amazon.com/images/M/MV5BNTY2MDM2NzcyM15BMl5BanBnXkFtZTcwMjk3MzcyMQ@@..jpg,Nico Icon (1995),['Documentary'],1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,http://www.imdb.com/title/tt10129264/,,"Crossing Guard, The (1995)",['Drama'],1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
79,http://www.imdb.com/title/tt0116731/,https://m.media-amazon.com/images/M/MV5BYTMzNjAyZTktNzRjMS00ZThmLTk5ODEtZWI5ZmYyZGNiNzMxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@..jpg,"Juror, The (1996)","['Drama', 'Thriller']",1996,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
